Parent Account ID,Account ID,OBH General Acct,Account Name,Program Name,Original Date of Licensure,SUD License Number,CS License Number,MH Designation,Phone,Fax,TDD/TTY,Billing Address Line 1,Billing City,County,Billing Zip/Postal Code,Billing State/Province,Hide Address,Provider Location Display Label,Website,Active SUD License,Active MH Designation,Opioid Treatment Programs,Residential Child Care Facility,Hospital,Community Mental Health Center,Community Mental Health Clinic,Psychiatric Residential,Substance Use Services,Mental Health Settings,Population Served,Accessibility,Fee(s),Languages Spoken,Hours of Operation Monday,Hours of Operation Tuesday,Hours of Operation Wednesday,Hours of Operation Thursday,Hours of Operation Friday,Hours of Operation Saturday,Hours of Operation Sunday,Outpatient - SU Services,Day Treatment (Partial Hospitalization),Intensive Outpatient - SU Services,Clinic Managed Low Intense Res Svcs,Clinic Managed Med Intense Res Svcs,Clinic Managed High Intense Res Svcs,Medically Monitored Intense Res Trtmt,Clinic Managed Residential Detox,Med Monitored Inpatient Detox,72-Hour Treatment & Evaluation,Acute Treatment Unit,Crisis Stabilization Unit,Day Treatment,Emergency,Intensive Outpatient,Outpatient,Residential Short Term Treatment,Residential Long Term Treatment,CIRCLE Program,MSO Affiliation,RAE,ASO,Alcohol & Drug Involuntary Commitment,General Treatment,DUI/DWI,Youth Treatment,Gender Responsive Ttmt for Women,Edu&Ttmt Svcs for Persons in CJS,Provider Directory Form Modified Date,lat,lon
0016100001SjLwiAAF,0016100001SkQbrAAF,Starting Today LLC - General Account,Starting Today LLC - Arapahoe,"Starting Today, LLC",8/21/2018,2097-01,,,(720) 646-6674,,,6436 S. Quebec Street Building 6,Centennial,Arapahoe,80111,CO,0,"6436 S. Quebec Street Building 6_BR_ENCODED_Centennial, CO 80111",startingtodaycounseling.com,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing,Self Pay; Sliding Fee Scale,English,9:00AM - 9:30PM,9:00AM - 8:00PM,11:00AM - 10:30PM,1:00PM - 10:00PM,10:00AM - 10:00PM,12:00PM - 6:00PM,10:00AM - 6:30PM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,5/22/2022 11:05 PM,39.5997438,-104.9038734
0016100001H9zyPAAR,0016100001HA3wjAAD,"State of Grace, LLC - General Account","State of Grace, LLC - Main Street","State of Grace, LLC",10/22/2012,1727-01,,,(719) 569-7909,,,"720 North Main Street, #330",Pueblo,Pueblo,81003,CO,0,"720 North Main Street, #330_BR_ENCODED_Pueblo, CO 81003",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment,,Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System,Wheelchair,Medicaid; Self Pay,English,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,1,6/27/2022 3:03 PM,38.2740125,-104.6082999
0014M00001pmGZIQA2,0014M00001pmU3EQAU,StillWater Counseling - General Account,StillWater Counseling - Grand Ave.,StillWater Counseling,,2293-00,,,(970) 456-9238,,,929 Grand Ave.,Glenwood Springs,Garfield,81601,CO,0,"929 Grand Ave._BR_ENCODED_Glenwood Springs, CO 81601",,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI,,,,Sliding Fee Scale,English,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,6/29/2022 12:00 PM,39.5442653,-107.3251883
0014M00001wKcb7QAC,0014M00001zDVlNQAW,Stone Counseling and Consulting LLC - General Account,Stone Counseling and Consulting LLC - Littleton Blvd,Stone Counseling and Consulting LLC,8/19/2021,2379-01,,,(720) 827-3075,,,609 W Littleton Blvd. Ste. 312,Littleton,Arapahoe,80120,Colorado,0,"609 W Littleton Blvd. Ste. 312_BR_ENCODED_Littleton, Colorado 80120",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,1,1,1,1,1,6/21/2022 12:00 PM,39.613505,-104.9954039
0016100001HA03jAAD,0016100001HA4D7AAL,Stout Street Foundation - General Account,Stout Street Foundation - Serenity,Stout Street Foundation - Serenity,4/21/2004,1399-10,,,(303) 321-2533,(303) 468-6199,,"7201 E 49th Avenue, Room 2",Commerce City,Adams,80022,CO,0,"7201 E 49th Avenue, Room 2_BR_ENCODED_Commerce City, CO 80022",https://stoutstreet.org,1,0,0,0,0,0,0,0,General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Day Treatment (Partial Hospitalization); Clinically Managed High Intensity Residential Services,,HIV; Homeless; LGBT; Men; Women; Offender; Clients referred from Court/Judicial System; American Indian,Wheelchair,Private Insurance; Self Pay; Sliding Fee Scale,English,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,ASAM Level 2.5; ASAM Level 3.5,1,1,0,0,1,6/29/2022 12:00 PM,39.7853788,-104.9046607
0016100001HA03jAAD,0016100001HA3wBAAT,Stout Street Foundation - General Account,Stout Street Foundation - TC,Stout Street Foundation - TC,4/21/2004,1399-09,,,(303) 321-2533,(303) 468-6199,,"7251 East 49th Avenue, Room 1",Commerce City,Adams,80022,CO,0,"7251 East 49th Avenue, Room 1_BR_ENCODED_Commerce City, CO 80022",https://stoutstreet.org,1,0,0,0,0,0,0,0,General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Clinically Managed High Intensity Residential Services; Medically Monitored Intensive Residential Treatment,,HIV; Homeless; LGBT; Men; Women; Offender; Clients referred from Court/Judicial System; American Indian,Wheelchair,Sliding Fee Scale,English,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,,1,1,0,0,1,6/29/2022 12:00 PM,39.7862398,-104.9050769
0016100001HA06PAAT,0016100001HA43IAAT,Strides LLC - General Account,Strides LLC - Paris,Strides LLC,7/14/2006,1581-01,,,(303) 337-4114,(303) 337-5005,,1339 S Paris Ct,Aurora,Arapahoe,80012,Colorado,0,"1339 S Paris Ct_BR_ENCODED_Aurora, Colorado 80012",,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,Minors/Adolescents,Deaf/Hard of Hearing,Self Pay; Sliding Fee Scale,English,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,,39.6923161,-104.8490646
0016100001HA06qAAD,0014M00001fyYcuQAE,Denver Women's Recovery - General Account,Summit County Women's Recovery - Fielder,Summit County Women's Recovery,4/29/2019,1832-01,,,(303) 601-6991,,,330 Fielder Suite 103,Dillon,Summit,80435,CO,0,"330 Fielder Suite 103_BR_ENCODED_Dillon, CO 80435",www.denverwomensrecovery.com,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; Gender Responsive Treatment for Women,,HIV; Homeless; LGBT; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian,Wheelchair,Private Insurance; Self Pay,English,9:00AM - 5:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,1,0,6/13/2022 12:00 PM,39.6278645,-106.0448763
0016100001HA00eAAD,0016100001HA3vzAAD,Summitstone Health Partners - General Account,Summitstone Health Partners - 29th,Summitstone Health Partners,8/1/2017,1632-13,,,(970) 494-4200,(970) 377-0967,,"221 E. 29th., Suite 101",Loveland,Larimer,80538,CO,0,"221 E. 29th., Suite 101_BR_ENCODED_Loveland, CO 80538",summitstonehealth.org,1,0,0,0,0,0,0,0,Outpatient; General Treatment; Youth Treatment; Gender Responsive Treatment for Women,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,,1,0,1,1,0,5/27/2022 8:25 AM,40.4229007,-105.0753779
0016100001HA00eAAD,0016100001HA3ruAAD,Summitstone Health Partners - General Account,Summitstone Health Partners - 3rd St.,Summitstone Health Partners,7/1/2016,1632-16,,,(970) 494-4200,,,302 3rd Street SE,Loveland,Larimer,80537,CO,0,"302 3rd Street SE_BR_ENCODED_Loveland, CO 80537",summitstonehealth.org,1,0,0,0,0,0,0,0,Outpatient; General Treatment,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,,1,0,0,0,0,5/27/2022 8:28 AM,40.3899593,-105.0724551
0016100001HA00eAAD,0014M00001oRUByQAO,Summitstone Health Partners - General Account,SummitStone Health Partners - 810 E. 10th St,SummitStone Health Partners- AIIM Program,7/27/2020,1632-02,,,(970) 619-4380,,,810 E. 10th Street,Loveland,Larimer,80537,CO,0,"810 E. 10th Street_BR_ENCODED_Loveland, CO 80537",summitstonehealth.org,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; Education & Treatment Services for Persons in Criminal Justice System,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,,0,0,0,0,1,5/27/2022 8:32 AM,40.4008006,-105.0665018
0016100001HA00eAAD,0016100001HA3uSAAT,Summitstone Health Partners - General Account,Summitstone Health Partners - Bristlecone,Summitstone Health Partners,10/24/2016,1632-12,,1632-12,(970) 494-4200,,,114 Bristlecone Drive,Fort Collins,Larimer,80524,CO,0,"114 Bristlecone Drive_BR_ENCODED_Fort Collins, CO 80524",summitstonehealth.org,1,1,0,0,0,1,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women,Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,SG,RM,Region 1: Rocky Mountain Health Plans,ASAM Level 1,1,1,1,1,1,5/27/2022 8:26 AM,40.6071783,-105.0752409
0016100001HA00eAAD,0016100001HA3vDAAT,Summitstone Health Partners - General Account,Summitstone Health Partners - Centre,Summitstone Health Partners,7/1/2008,1632-05,,,(970) 494-4200,(970) 300-3120,,700 Centre Ave,Fort Collins,Larimer,80526,CO,0,"700 Centre Ave_BR_ENCODED_Fort Collins, CO 80526",summitstonehealth.org,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,,1,0,1,1,1,5/27/2022 8:26 AM,40.5567316,-105.0896729
0016100001HA00eAAD,0016100001HA3s1AAD,Summitstone Health Partners - General Account,Summitstone Health Partners - Conifer,Summitstone Health Partners,7/1/2016,1632-15,,,(970) 494-4200,,,242 Conifer Street,Fort Collins,Larimer,80524,CO,0,"242 Conifer Street_BR_ENCODED_Fort Collins, CO 80524",summitstonehealth.org,1,0,0,0,0,0,0,0,Outpatient; General Treatment,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,,1,0,0,0,0,5/27/2022 8:26 AM,40.6031883,-105.0722724
0016100001HA00eAAD,0016100001HA3x4AAD,Summitstone Health Partners - General Account,Summitstone Health Partners - Estes Park,Summitstone Health Partners,7/1/2008,1632-07,,,(970) 494-4200,(970) 586-9491,,1950 Red Tail Hawk Drive,Estes Park,Larimer,80517,CO,0,"1950 Red Tail Hawk Drive_BR_ENCODED_Estes Park, CO 80517",summitstonehealth.org,1,0,0,0,0,0,0,0,Outpatient; General Treatment; Youth Treatment; Gender Responsive Treatment for Women,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,RM,,ASAM Level 1,1,0,1,1,0,5/27/2022 8:33 AM,40.3886285,-105.4890569
0016100001HA00eAAD,0014M00001q0u90QAA,Summitstone Health Partners - General Account,Summitstone Health Partners - Garcia House,,1/7/2021,1632-17,283,,(970) 494-4200,,,1008 Patton Street,Fort Collins,Larimer,80524,CO,0,"1008 Patton Street_BR_ENCODED_Fort Collins, CO 80524",summitstonehealth.org,1,0,0,0,0,0,0,0,General Treatment; Medically Monitored Intensive Residential Treatment,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,5:00AM - 12:00AM,5:00AM - 12:00AM,5:00AM - 12:00AM,5:00AM - 12:00AM,5:00AM - 12:00AM,5:00AM - 12:00AM,,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,No,SG,,,ASAM Level 3.5; ASAM Level 3.7,1,0,0,0,0,5/27/2022 8:36 AM,40.5740522,-105.0540519
0016100001HA00eAAD,0016100001HA3vEAAT,Summitstone Health Partners - General Account,Summitstone Health Partners - Midpoint,Summitstone Health Partners,7/1/2008,1632-03,,,(970) 494-4200,(970) 494-4240,,2555 Midpoint Drive,Fort Collins,Larimer,80525,CO,0,"2555 Midpoint Drive_BR_ENCODED_Fort Collins, CO 80525",summitstonehealth.org,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,ASAM Level 1,1,0,1,1,1,5/27/2022 8:38 AM,40.5612853,-105.0320439
0016100001HA00eAAD,0016100001HA3s2AAD,Summitstone Health Partners - General Account,Summitstone Health Partners - Riverside,Summitstone Health Partners,7/1/2016,1632-60,294,1632-60,(970) 494-4200,,,1217 Riverside Ave.,Fort Collins,Larimer,80524,CO,0,"1217 Riverside Ave._BR_ENCODED_Fort Collins, CO 80524",summitstonehealth.org,1,1,0,0,0,0,0,1,Outpatient; General Treatment,72-Hour Treatment & Evaluation; Residential Short Term Treatment; Psychiatric Residential; Crisis Stabilization Unit,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,5:00AM - 12:00AM,5:00AM - 12:00AM,5:00AM - 12:00AM,5:00AM - 12:00AM,5:00AM - 12:00AM,5:00AM - 12:00AM,,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,SG,RM,Region 1: Rocky Mountain Health Plans,,1,0,0,0,0,5/27/2022 8:39 AM,40.5755834,-105.0559698
0016100001HA00eAAD,0016100001HA3s4AAD,Summitstone Health Partners - General Account,"Summitstone Health Partners - Shields, Bldg. G",Summitstone Health Partners,11/9/2015,1632-10,,,(970) 494-4200,,,2001 South Shields St. G,Fort Collins,Larimer,80526,CO,0,"2001 South Shields St. G_BR_ENCODED_Fort Collins, CO 80526",summitstonhealth.org,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,,,ASAM Level 2.1,1,0,0,0,1,5/27/2022 8:42 AM,40.5613455,-105.0964326
0016100001HA00eAAD,0016100001HA3vhAAD,Summitstone Health Partners - General Account,Summitstone Health Partners - Timberline,Summitstone Health Partners,8/12/2009,1632-58,,,(970) 494-4200,(970) 300-3120,,4102 S. Timberline Rd,Fort Collins,Larimer,80525,CO,0,"4102 S. Timberline Rd_BR_ENCODED_Fort Collins, CO 80525",summitstonehealth.org,1,0,0,0,0,1,0,0,Outpatient; General Treatment; Youth Treatment; Gender Responsive Treatment for Women,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,SG,RM,Region 1: Rocky Mountain Health Plans,,1,0,1,1,0,5/27/2022 8:44 AM,40.5318624,-105.0389003
0016100001HA00eAAD,0016100001HA3hJAAT,Summitstone Health Partners - General Account,Summitstone Health Partners  - Wilson,Summitstone Health Partners,7/1/2008,1632-01,,,(970) 494-4200,(970) 300-3120,,1250 North Wilson Ave,Loveland,Larimer,80737,CO,0,"1250 North Wilson Ave_BR_ENCODED_Loveland, CO 80737",summitstonehealth.org,1,0,0,0,0,0,0,0,Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Medicaid; Private Insurance; Self Pay; Sliding Fee Scale,,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,SG,RM,,ASAM Level 1,1,1,1,1,1,5/27/2022 6:55 AM,40.4060597,-105.1097702
0016100001HA06rAAD,0014M000026tIK9QAM,Sunflower Treatment Services - General Account,Sunflower Treatment Services - Evans Ave,Substance Use Disorder Treatment,4/8/2022,1834-01,,,7205024070,7203905161,,14485 East Evans Avenue,Aurora,Arapahoe,80014,CO,0,"14485 East Evans Avenue_BR_ENCODED_Aurora, CO 80014",www.sunflowertreatment.org,1,0,0,0,0,0,0,0,,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian,,Self Pay,English; Spanish; Russian,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 9:00PM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,1,1,0,0,1,6/2/2022 11:25 AM,39.6797638,-104.819844
0016100001HA06rAAD,0016100001HA3jjAAD,Sunflower Treatment Services - General Account,Sunflower Treatment Services - Federal,Sunflower Treatment Services,3/7/2017,1834-00,,,(720) 502-4070,(720) 390-5161,,"1550 S Federal Blvd., Unit D",Denver,Denver,80219,Colorado,0,"1550 S Federal Blvd., Unit D_BR_ENCODED_Denver, Colorado 80219",www.sunflowertreatment.org,1,0,0,0,0,0,0,0,Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System,,HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian,,Self Pay,English; Spanish; Russian,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 1:00PM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,6/2/2022 11:23 AM,39.6887744,-105.0240085
0016100001HA03dAAD,0016100001HA3hcAAD,Tennyson Center for Children - General Account,Tennyson Center for Children - Tennyson Street,Outpatient Services,,,,1870-00,(303) 433-2541,(303) 433-9701,,2950 Tennyson Street,Denver,Denver,80212,CO,0,"2950 Tennyson Street_BR_ENCODED_Denver, CO 80212",www.tennysoncenter.org,0,1,0,0,0,0,1,0,,Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility,Youth; Minors/Adolescents,Wheelchair,Medicaid; Private Insurance,English,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,,,0,0,0,0,0,,39.7594603,-105.0434585
0016100001HA01kAAD,0016100001HA3brAAD,"Teocalli Treatment Options, LLC - General Account","Teocalli Treatment Options, LLC - Elk",Teocalli Treatment Options,8/7/2013,1739-01,,,(970) 641-3711,,,601 Elk Avenue,Crested Butte,Gunnison,81224,CO,0,"601 Elk Avenue_BR_ENCODED_Crested Butte, CO 81224",www.TeocalliTreatmentOptions.com,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment,,Clients referred from Court/Judicial System,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Self Pay,English,,10:00AM - 8:00PM,,10:00AM - 8:00PM,8:00AM - 6:00PM,8:00AM - 1:00PM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,6/21/2022 11:58 AM,38.8700467,-106.9809878
0016100001HA01kAAD,0016100001HA3bsAAD,"Teocalli Treatment Options, LLC - General Account","Teocalli Treatment Options, LLC - Tomichi",Teocalli Treatment Options,8/7/2013,1739-00,,,(970) 641-3711,,,123 W. Tomichi Avenue #8,Gunnison,Gunnison,81230,CO,0,"123 W. Tomichi Avenue #8_BR_ENCODED_Gunnison, CO 81230",www.TeocalliTreatmentOptions.com,1,0,0,0,0,0,0,0,Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment,,Clients referred from Court/Judicial System,Deaf/Hard of Hearing; Visually Impaired; Wheelchair,Self Pay,English,,10:00AM - 8:00PM,,10:00AM - 8:00PM,8:00AM - 6:00PM,8:00AM - 1:00PM,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1,1,1,0,0,6/21/2022 12:03 PM,38.5441795,-106.9277905
0014M000026RQWaQAO,0014M000026S0hbQAC,"Revolution Recovery LLC DBA Nova Recovery, LLC - General Account","Texas New Leaf, LLC DBA Briarwood Detox - Rebecca Ln","Texas New Leaf, LLC DBA Briarwood Detox",,2430-01,,,(303) 638-8539,(512) 430-4189,,3610 Rebecca Lane Suite 210,Colorado Springs,El Paso,80917,CO,0,"3610 Rebecca Lane Suite 210_BR_ENCODED_Colorado Springs, CO 80917",Novarecoverycenter.com,1,0,0,0,0,0,0,0,,,LGBT; Men; Older Adults; Pregnant Women; Women; Clients referred from Court/Judicial System,Wheelchair,Private Insurance; Self Pay,English,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,,,,,1,0,0,0,0,6/21/2022 12:00 PM,38.879755,-104.7606314
