X,Y,OBJECTID,Account_Name,Address,City,State,Zip,Phone,Substance_Use_Services,Mental_Health_Settings,Additional_Services,Languages_Spoken,Population_Served,Accessibility,Fees,Hours_Monday,Hours_Tuesday,Hours_Wednesday,Hours_Thursday,Hours_Friday,Hours_Saturday,Hours_Sunday,LATITUDE,LONGITUDE,COUNTY_GEOCODE,DATE_GEOCODED,DATA_SOURCE,DATASET_NAME
-104.861191,39.3734400000001,1191,Running Creek Counseling - Jerry,406 Jerry St. suite 100,Castle Rock,CO,80104,(303) 805-1218,"Outpatient; General Treatment; DUI/DWI; Youth Treatment",,Domestic Violence,English,,,"Medicaid; Self Pay",,,,,,,,39.37344,-104.861191,DOUGLAS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.775223,39.5217930000001,1192,Running Creek Counseling Service - Pony Express,"18425 Pony Express Drive, Suite 203",Parker,CO,80134,(303) 805-1218,"Outpatient; General Treatment; DUI/DWI; Youth Treatment",,"Assessment and Referral; Domestic Violence; Co-occurring; Monitored Sobriety; Trauma Specific; Drug or Alcohol Breath and Urine Screening",English,"Men; Military; Women; Offender; Clients referred from Court/Judicial System",,"Medicaid; Private Insurance; Self Pay",9:00AM - 9:00AM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 5:00PM,,,39.521793,-104.775223,DOUGLAS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-103.523293,37.9849510000001,1193,"Ryon Medical & Associates, LLC - Lacey",318 Lacey Ave,La Junta,CO,81050,(719) 384-0303,,"Outpatient; Day Treatment; Community Mental Health Clinic","Domestic Violence; Co-occurring; Family Treatment; Trauma Specific; BiCultural","English; Spanish","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian",,"Medicaid; Private Insurance; Self Pay; Sliding Fee Scale",8:30AM - 6:30PM,8:30AM - 8:00PM,8:30AM - 6:30PM,8:30AM - 6:30PM,8:30AM - 6:30PM,,,37.984951,-103.523293,OTERO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.742012,39.6075060000001,1194,Saddle Rock Counseling - Smokey Hill Rd.,"20971 E Smokey Hill Road, Ste 105-B",Centennial,CO,80015,(303) 400-3172,"Outpatient; DUI/DWI",,,English,,,Self Pay,1:00PM - 6:00PM,1:00PM - 6:00PM,1:00PM - 6:00PM,1:00PM - 6:00PM,,,,39.607506,-104.742012,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.831894,39.67659,1195,SaddleRock Counseling - Xanadu,2260 S. Xanadu way #270,Aurora,Colorado,80014,(303) 400-3172,"Outpatient; DUI/DWI",,,,,,,,,,,,,,39.67659,-104.831894,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.101112,40.169403,1196,Sample Therapy Services - 620 Kimbark,620 Kimbark Street,Longmont,CO,80501,(720) 684-6309,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,,,,,,,,,,,,,40.169403,-105.101112,BOULDER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.110046,39.921051,1197,"Sandstone Care Colorado, LLC - Interlocken",350 Interlocken Blvd. Suite 100,Broomfield,CO,80021,(888) 850-1890,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Day Treatment (Partial Hospitalization)",,,,Clients referred from Court/Judicial System,,,,,,,,,,39.921051,-105.110046,BROOMFIELD,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.901802,39.6531790000001,1198,Sandstone Care Colorado (Denver NEW),"7555 East Hampden Ave, Suite 103",Denver,CO,80231,(720) 496-1982,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Day Treatment (Partial Hospitalization)",,,,,,,,,,,,,,39.653179,-104.901802,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.789421,38.910233,1199,"Sandstone Care COS, LLC (University Park)",2102 University Park Blvd,Colorado Springs,Colorado,80918,(719) 960-4795,"General Treatment; Day Treatment (Partial Hospitalization); Medically Monitored Intensive Residential Treatment; Medically Monitored Inpatient Detoxification",,,,,,,,,,,,,,38.910233,-104.789421,EL PASO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.97998,38.9071880000001,1200,"Sandstone Care COS, LLC Cascade - Pikes Peak",5250 Pikes Peak HWY,Cascade,CO,80809,(719) 960-4795,"Youth Treatment; Clinically Managed Low Intensity Residential Services",,,,,,,,,,,,,,38.907188,-104.97998,EL PASO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.883339,37.444355,1201,San Luis Valley Mental Health Center - Cty Rd 9,8745 County Road 9 South,Alamosa,CO,81101,(719) 589-3671,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center",,,,,,,,,,,,,37.444355,-105.883339,ALAMOSA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-106.153336,37.576557,1202,San Luis Valley Mental Health Center - Fourth Ave.,402 Fourth Ave,Monte Vista,CO,81144,(719) 852-5186,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,37.576557,-106.153336,RIO GRANDE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.423409,37.198875,1203,San Luis Valley Mental Health Center - Trinchera,409 Trinchera Street,San Luis,CO,81152,(719) 672-0331,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,37.198875,-105.423409,COSTILLA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.959297,37.2741360000001,1204,San Luis Valley Mental Health Center - Walnut,322 Walnut Street,La Jara,CO,81151,(719) 589-3671,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,37.274136,-105.959297,CONEJOS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-106.108421,37.7538410000001,1205,San Luis Valley Mental Health Center - Worth,260 Worth Street,Center,CO,81125,(719) 754-3927,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,,,,,,,,,,,,,37.753841,-106.108421,SAGUACHE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.033775,39.7217790000001,1206,Savio House,325 King Street,Denver,CO,80219,(303) 225-4100,,"Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility",,,,,,,,,,,,,39.721779,-105.033775,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.033775,39.7217790000001,1207,Savio House - King,325 King Street,Denver,CO,80219,(303) 225-4100,"Outpatient; Youth Treatment",,,,,,,,,,,,,,39.721779,-105.033775,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.308083,39.5173,1208,Serenity Education and Therapy - Kitty,11030 Kitty Drive,Conifer,CO,80433,(303) 984-0590,"Outpatient; DUI/DWI",,,,,,,,,,,,,,39.5173,-105.308083,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.08149,39.672241,1209,Serenity Education and Therapy - Wadsworth,2525 S Wadsworth Blvd Suite 106,Lakewood,CO,80227,(303) 984-0590,"Outpatient; DUI/DWI",,,,,,,,,,,,,,39.672241,-105.08149,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.027092,39.7385180000001,1210,Servicios de la Raza - 14th Ave.,3131 W. 14th Ave,Denver,Colorado,80204,(303) 458-5851,"Outpatient; General Treatment; DUI/DWI; Youth Treatment","Outpatient; Day Treatment; Community Mental Health Clinic","Assessment and Referral; Co-occurring; Family Treatment","English; Spanish","HIV; Homeless; LGBT; Men; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian",Wheelchair,"Medicaid; Self Pay; Sliding Fee Scale",8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,39.738518,-105.027092,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.992996,39.7383040000001,1211,Servicios de la Raza - Delaware,1391 Delaware St,Denver,Colorado,80204,(720) 510-7030,"Outpatient; General Treatment; DUI/DWI; Youth Treatment",,"Assessment and Referral; Co-occurring; Peer Services","English; Spanish","Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Offender; Clients referred from Court/Judicial System; American Indian",Wheelchair,"Medicaid; Self Pay; Sliding Fee Scale",8:30AM - 6:00PM,8:30AM - 6:00PM,8:30AM - 6:00PM,8:30AM - 6:00PM,8:30AM - 6:00PM,,,39.738304,-104.992996,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.025162,39.8097920000001,1212,Set Apart Treatment Inc - 72nd,6240 North Federal Blvd,Denver,CO,80221,(720) 426-4459,"Outpatient; Intensive Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.809792,-105.025162,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.199707,39.7413440000001,1213,Set Apart Treatment Inc - Golden,"17700 S. Golden Road, #230",Golden,CO,80401,(720) 628-0863,"Outpatient; Intensive Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,,English,Offender,Wheelchair,Self Pay,12:00PM - 9:00PM,12:00PM - 9:00PM,12:00PM - 10:30PM,12:00PM - 8:00PM,,,,39.741344,-105.199707,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-108.533585,39.079811,1214,"Shift Counseling Services, PLLC - 28 Rd.","518 28 Rd, Bldg B- 209",Grand Junction,CO,81501,(970) 462-7717,"Outpatient; DUI/DWI",,,,,,,,,,,,,,39.079811,-108.533585,MESA,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.991951,39.850174,1215,Shiloh Center for Youth-Sanctuary,8461 Delaware Street,Thornton,CO,80221,(303) 932-9599,,"Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility",,English,Youth,Wheelchair,Medicaid,,,,,,,,39.850174,-104.991951,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.876869,39.5876960000001,1216,Shiloh Family Resource Pavilion - Easter,9700 E. Easter Ave,Centennial,Colorado,80128,(303) 932-9599,,Residential Child Care Facility,Trauma Specific,English,Youth,Wheelchair,"Medicaid; Self Pay",5:00AM - 5:00AM,,,,,,,39.587696,-104.876869,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.91729,39.8309020000001,1217,Shiloh House - Adams Campus,7400 Kearney Street,Commerce City,CO,80022,(303) 932-9599,,"Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility",Trauma Specific,English,Youth,Wheelchair,Medicaid,,,,,,,,39.830902,-104.91729,ADAMS,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.097122,39.5784800000001,1218,Shiloh House - Estes,7623 South Estes Court,Littleton,CO,80128,(303) 932-9599,,"Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility",,English,Youth,,Medicaid,,,,,,,,39.57848,-105.097122,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.070663,39.590401,1219,Shiloh House - Portland,6629 West Portland Avenue,Littleton,CO,80128,(303) 932-9599,,"Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility",,English,Youth,,Medicaid,,,,,,,,39.590401,-105.070663,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.085373,39.587223,1220,Shiloh House - Yarrow,7227 South Yarrow Court,Littleton,CO,80128,(303) 932-9599,,"Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility",Trauma Specific,English,Youth,,"Medicaid; Self Pay",,,,,,,,39.587223,-105.085373,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.942947,39.684834,1221,SKS Therapy PC,1776 South Jackson St suite 700,Denver,Colorado,80210,(970) 222-7478,"Outpatient; General Treatment; Youth Treatment",,"Assessment and Referral; Co-occurring; Trauma Specific; Recovery Services",English,"HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian",Wheelchair,"Medicaid; Self Pay; Sliding Fee Scale",8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 7:00PM,8:00AM - 3:00PM,11:00AM - 2:00PM,,39.684834,-104.942947,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.872566,39.09214,1222,Soaring Hope Recovery,236 Washington,Monument,Colorado,80132,(719) 426-9893,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,,,,,,,,,,,,,39.09214,-104.872566,EL PASO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.762505,38.9418600000001,1223,Soaring Hope Recovery - Briargate,3470 Briargate Blvd,Colorado Springs,CO,80920,(719) 426-9883,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,,English,,,Self Pay,,,,,,,,38.94186,-104.762505,EL PASO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.989273,39.71851,1224,Sobriety House Inc - 107 Acoma,107 Acoma Street,Denver,CO,80223,(303) 722-5746,"Outpatient; Intensive Outpatient; General Treatment; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment",,,,,,,,,,,,,,39.71851,-104.989273,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.989273,39.7186280000001,1225,Sobriety House Inc - 121 Acoma,121 Acoma St,Denver,CO,80223,(303) 722-5746,"Outpatient; Intensive Outpatient; General Treatment; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment",,,,,,,,,,,,,,39.718628,-104.989273,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.989662,39.7184369999999,1226,Sobriety House Inc - 1st Ave.,121 West 1st Ave,Denver,CO,80223,(303) 722-5746,"Outpatient; Intensive Outpatient; General Treatment; Education & Treatment Services for Persons in Criminal Justice System; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residen",,,,,,,,,,,,,,39.718437,-104.989662,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.956215,39.73785,1227,Sobriety House Inc - Elizabeth,1368 Elizabeth St,Denver,CO,80206,(303) 722-5746,"Outpatient; Intensive Outpatient; General Treatment; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment",,,,,,,,,,,,,,39.73785,-104.956215,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.989601,39.7538450000001,1228,Sobriety House Inc - Lawrence,2162 Lawrence St,Denver,CO,80205,(303) 722-5746,"Outpatient; Intensive Outpatient; General Treatment; Gender Responsive Treatment for Women; Clinically Managed Low Intensity Residential Services; Medically Monitored Intensive Residential Treatment",,,,,,,,,,,,,,39.753845,-104.989601,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.071625,39.682301,1229,Solace Counseling Services - Jewell,"6655 West Jewell Avenue, #100",Lakewood,CO,80232,(303) 975-1922,"Outpatient; Intensive Outpatient; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,,,,,,,,,,,,,39.682301,-105.071625,JEFFERSON,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.960426,39.58952,1230,Song Godwin Counseling,"7061 South University Boulevard, Suite 5",Centennial,CO,80122,(720) 934-1302,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment",,"Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment",English,"Men; Women; Offender; Clients referred from Court/Judicial System",,"Self Pay; Sliding Fee Scale",9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,9:00AM - 7:00PM,,8:00AM - 1:00PM,,39.58952,-104.960426,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-103.554337,37.9813270000001,1231,Southeast Mental Health Services-CMHC,711 Barnes Ave,La Junta,CO,81050,(719) 384-5446,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women","Outpatient; Intensive Outpatient; Day Treatment; Community Mental Health Center",,,,,,,,,,,,,37.981327,-103.554337,OTERO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-103.554352,37.980484,1232,Southeast Mental Health Services-Regional Assessment Center,721 Barnes Ave,La Junta,CO,81050,(719) 384-5446,"General Treatment; Clinically Managed Low Intensity Residential Services; Clinically Managed Residential Detoxification",,,,,,,,,,,,,,37.980484,-103.554352,OTERO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.617363,38.2634540000001,1233,Southern Colorado Addiction Comprehensive Court Services - B Street,"200 West B Street, Suite 100",Pueblo,CO,81003,(719) 595-1634,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,"Assessment and Referral; Domestic Violence; Co-occurring; Monitored Sobriety; Drug or Alcohol Breath and Urine Screening",English,,,"Self Pay; Sliding Fee Scale",8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 8:00PM,8:00AM - 4:00PM,8:00AM - 2:00PM,,38.263454,-104.617363,PUEBLO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.610252,38.2755240000001,1234,Southern Colorado Comprehensive Court Services - Court Street,909 Court Street,Pueblo,CO,81003,(719) 595-1634,"Outpatient; DUI/DWI",,,,,,,,,,,,,,38.275524,-104.610252,PUEBLO,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.159653,38.4571650000001,1235,Southern Peaks Regional Treatment Center - Four Mile,700 Four Mile Parkway,Canon City,Colorado,81212,(719) 276-7500,"Outpatient; General Treatment; Youth Treatment; Clinically Managed Low Intensity Residential Services","Residential Long Term Treatment; Residential Short Term Treatment; Residential Child Care Facility",,,,,,,,,,,,,38.457165,-105.159653,FREMONT,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.843369,39.7711300000001,1236,Spanish Clinic LLC - 39th Ave.,"12445 E 39th Avenue, Suite 207",Denver,CO,80239,(720) 335-6651,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,"Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment; Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Prevention Services; Peer Services; BiCultural","English; Spanish","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian",,"Medicaid; Self Pay; Sliding Fee Scale",2:00PM - 8:00PM,2:00PM - 8:00PM,2:00PM - 8:00PM,2:00PM - 8:00PM,2:00PM - 6:00PM,,,39.77113,-104.843369,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.87516,39.738354,1237,Spanish Clinic LLC - Dayton,1400 Dayton Street,Aurora,CO,80010,(720) 920-9508,"Outpatient; Intensive Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System; Youth Treatment; Gender Responsive Treatment for Women",,"Assessment and Referral; Domestic Violence; Co-occurring; Family Treatment; Monitored Sobriety; Trauma Specific; Recovery Services; Drug or Alcohol Breath and Urine Screening; Prevention Services; Peer Services; BiCultural","English; Spanish","HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian",,"Medicaid; Self Pay; Sliding Fee Scale",12:00PM - 8:00PM,2:00PM - 8:00PM,2:00PM - 8:00PM,2:00PM - 8:00PM,2:00PM - 6:00PM,,,39.738354,-104.87516,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.696541,40.4421840000001,1238,Specialized Alternatives For Families and Youth,"710 North 11th Ave., Ste 103",Greeley,CO,80631,,,"Outpatient; Community Mental Health Clinic",,,,,,,,,,,,,40.442184,-104.696541,WELD,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.035614,40.567272,1239,Specialized Alternatives For Families and Youth-Fort Collins,1600 Specht Point Road,Ft. Collins,CO,80525,(970) 494-5891,,"Outpatient; Day Treatment; Community Mental Health Clinic","Family Treatment; Trauma Specific; Prevention Services",English,,,"Medicaid; Self Pay",8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,8:00AM - 5:00PM,,,40.567272,-105.035614,LARIMER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-105.032562,39.721432,1240,"Special Services Clinic, Inc. - Denver",301 Knox Ct,Denver,CO,80219,(303) 937-1333,"Outpatient; DUI/DWI",,"Co-occurring; BiCultural","English; Spanish",Men,Wheelchair,Self Pay,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,8:00AM - 12:00PM,8:00AM - 12:00PM,39.721432,-105.032562,DENVER,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.987961,39.6366650000001,1241,Special Services Clinic Inc - Englewood,4401 S. Broadway - Unit 203,Englewood,CO,80113,(303) 781-4999,"Outpatient; DUI/DWI",,"Co-occurring; BiCultural","English; Spanish","LGBT; Clients referred from Court/Judicial System",,Self Pay,10:00AM - 8:00AM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,,1:00PM - 3:30PM,39.636665,-104.987961,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
-104.960846,39.5952300000001,1242,Starting Today LLC - Arapahoe,"2305 E Arapahoe Road, Suite 122",Centennial,CO,80122,(720) 646-6674,"Outpatient; General Treatment; DUI/DWI; Education & Treatment Services for Persons in Criminal Justice System",,"Assessment and Referral; Co-occurring; Family Treatment; Recovery Services; Prevention Services",English,"HIV; Homeless; LGBT; Men; Military; Older Adults; Pregnant Women; Women; Youth; Offender; Minors/Adolescents; Clients referred from Court/Judicial System; American Indian",Wheelchair,"Self Pay; Sliding Fee Scale",9:00AM - 2:30PM,9:00AM - 9:00PM,8:00AM - 9:00PM,8:00AM - 9:00PM,8:00AM - 10:00PM,9:00AM - 2:00PM,10:00AM - 2:00PM,39.59523,-104.960846,ARAPAHOE,March 2020,Office of Behavioral Health - Colorado Department of Human Services,Substance use disorder licensing and mental health designation application system and service directory (Licensing and Designation Database and Electronic Records System)
